"ID","model_dir","question","correct_answer","model_output"
"8697","checkpoint-5000","is peritoneum present?","yes","no"
"8698","checkpoint-5000","what is present?","endocrine","endocrine"
"8699","checkpoint-5000","is foot present?","no","no"
"8700","checkpoint-5000","is acute lymphocytic leukemia present?","no","yes"
"8701","checkpoint-5000","where is this?","urinary","urinary"
"8702","checkpoint-5000","how is excellent close-up view sliced testicle with intact epididymis?","open","fixed tissue"
"8703","checkpoint-5000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","no"
"8704","checkpoint-5000","where is this area in the body?","abdomen","abdomen"
"8705","checkpoint-5000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"8706","checkpoint-5000","what is present?","cardiovascular","gastrointestinal"
"8707","checkpoint-5000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"8708","checkpoint-5000","is candida in peripheral blood present?","yes","yes"
"8709","checkpoint-5000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"8710","checkpoint-5000","is joints present?","yes","yes"
"8711","checkpoint-5000","does fat necrosis show normal cardiovascular?","no","no"
"8712","checkpoint-5000","what is present?","basilar skull fracture","basilar skull fracture"
"8713","checkpoint-5000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus and debris"
"8714","checkpoint-5000","does this image show skin, neurofibromatosis?","yes","yes"
"8715","checkpoint-5000","is the tumor hemorrhagic?","yes","yes"
"8716","checkpoint-5000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"8717","checkpoint-5000","what is present?","cardiovascular","female reproductive"
"8718","checkpoint-5000","is lymph node present?","yes","yes"
"8719","checkpoint-5000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"8720","checkpoint-5000","what is present?","female reproductive","female reproductive"
"8721","checkpoint-5000","is papillary intraductal adenocarcinoma present?","no","yes"
"8722","checkpoint-5000","what does this image show?","median rhomboid glossitis","tongue"
"8723","checkpoint-5000","is kidney present?","yes","yes"
"8724","checkpoint-5000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","mucinous cystitis and cystitis"
"8725","checkpoint-5000","what is present?","nervous","nervous"
"8726","checkpoint-5000","is testicle present?","yes","yes"
"8727","checkpoint-5000","does liver show mild acute rejection?","no","no"
"8728","checkpoint-5000","is typical ivory vertebra present?","no","no"
"8729","checkpoint-5000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","yes"
"8730","checkpoint-5000","what does this image show?","mucoepidermoid carcinoma","esophagus"
"8731","checkpoint-5000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","no"
"8732","checkpoint-5000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"8733","checkpoint-5000","is sacrococcygeal teratoma present?","yes","no"
"8734","checkpoint-5000","is male reproductive present?","yes","yes"
"8735","checkpoint-5000","what does this image show?","massive replacement can not see any adrenal tissue","kidney"
"8736","checkpoint-5000","is angiogram present?","yes","no"
"8737","checkpoint-5000","what is present?","spleen","liver"
"8738","checkpoint-5000","what does b, congo red staining show as seen by red-pink colour?","congophilia","a fibrous capsule"
"8739","checkpoint-5000","are the normal gland acini seen on the left?","yes","yes"
"8740","checkpoint-5000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"8741","checkpoint-5000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"8742","checkpoint-5000","what is present?","bone, calvarium","brain"
"8743","checkpoint-5000","does this image show recurrent hepatitis c virus?","yes","yes"
"8744","checkpoint-5000","is candida in peripheral blood present?","no","no"
"8745","checkpoint-5000","does this image show infant bicornate uterus?","yes","yes"
"8746","checkpoint-5000","does this image show radicular cyst?","yes","yes"
"8747","checkpoint-5000","does this image show x-ray sella?","yes","yes"
"8748","checkpoint-5000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"8749","checkpoint-5000","what is present?","abdomen","female reproductive"
"8750","checkpoint-5000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","acute myelogenous leukemia"
"8751","checkpoint-5000","what does this image show?","post-orthotopic liver transplant","pancreatic fat necrosis"
"8752","checkpoint-5000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","yes"
"8753","checkpoint-5000","what does this image show?","kidney","kidney"
"8754","checkpoint-5000","does granuloma show pancreatic fat necrosis?","no","no"
"8755","checkpoint-5000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","brain"
"8756","checkpoint-5000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"8757","checkpoint-5000","what is present?","abdomen","fat necrosis"
"8758","checkpoint-5000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","extremities"
"8759","checkpoint-5000","is congo red congested?","no","yes"
"8760","checkpoint-5000","what is present?","lymphangiomatosis","face"
"8761","checkpoint-5000","what is present?","lymph node","gastrointestinal"
"8762","checkpoint-5000","does this image show inguinal hernia?","yes","yes"
"8763","checkpoint-5000","does the lesion contain recognizable colloid?","no","no"
"8764","checkpoint-5000","what does this image show?","pancreatic fat necrosis","pancreatic fat necrosis"
"8765","checkpoint-5000","how is excellent close-up view sliced open testicle?","intact epididymis","normal"
"8766","checkpoint-5000","what is present?","endocrine","endocrine"
"8767","checkpoint-5000","how is bone marrow from an infant infected?","with parvovirus b19","with cytomegalovirus"
"8768","checkpoint-5000","what is present?","tuberculosis","vasculature"
"8769","checkpoint-5000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"8770","checkpoint-5000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","squamous epithelium"
"8771","checkpoint-5000","does this image show close-up of head typical?","yes","yes"
"8772","checkpoint-5000","what is present?","nervous","endocrine"
"8773","checkpoint-5000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","uterus and ovaries with large ovarian cyst"
"8774","checkpoint-5000","what is present?","spleen","spleen"
"8775","checkpoint-5000","is hepatobiliary present?","yes","yes"
"8776","checkpoint-5000","is metastatic carcinoma present?","yes","no"
"8777","checkpoint-5000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","in the breast"
"8778","checkpoint-5000","what is present?","aorta","cardiovascular"
"8779","checkpoint-5000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"8780","checkpoint-5000","is autoimmune thyroiditis present?","yes","yes"
"8781","checkpoint-5000","does stillborn macerated show polyarteritis nodosa?","no","no"
"8782","checkpoint-5000","does this image show atrophic lobules and normal connective tissue?","yes","yes"
"8783","checkpoint-5000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","no"
"8784","checkpoint-5000","is joints present?","yes","no"
"8785","checkpoint-5000","does carcinomatosis endometrium primary show excised tumor mass?","no","no"
"8786","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8787","checkpoint-5000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","no"
"8788","checkpoint-5000","is cm present?","no","no"
"8789","checkpoint-5000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","stages of atherosclerosis"
"8790","checkpoint-5000","are extremities present?","yes","yes"
"8791","checkpoint-5000","what is present?","adrenal","endocrine"
"8792","checkpoint-5000","where is this?","urinary","gastrointestinal"
"8793","checkpoint-5000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"8794","checkpoint-5000","what is present?","liver","liver"
"8795","checkpoint-5000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","no"
"8796","checkpoint-5000","is hematologic present?","yes","yes"
"8797","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8798","checkpoint-5000","what does this image show?","esophagus","stomach"
"8799","checkpoint-5000","what does this image show?","brain","kidney"
"8800","checkpoint-5000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"8801","checkpoint-5000","does schwannoma show nevus?","no","no"
"8802","checkpoint-5000","what is present?","cardiovascular","gastrointestinal"
"8803","checkpoint-5000","is opened base of skull with brain present?","no","no"
"8804","checkpoint-5000","is the superior vena cava present?","no","no"
"8805","checkpoint-5000","was atrophy taken from another case to illustrate the difference?","no","yes"
"8806","checkpoint-5000","are tuberculous peritonitis easily seen?","no","yes"
"8807","checkpoint-5000","is salt bridges lying separated from the septal walls by a clear space?","no","no"
"8808","checkpoint-5000","what joined chest and abdomen slide shows opened chest with two hearts?","this","no"
"8809","checkpoint-5000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","no"
"8810","checkpoint-5000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
