ID,question,correct_answer,model_output
3291,"what is useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?",preoperative scintigraphy,nuclear medicine scan
3292,what does this image show?,anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease,liver
3293,does this image show anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease?,yes,yes
3294,what is present?,hepatobiliary,liver
3295,is hepatobiliary present?,yes,yes
3296,what is present?,liver,liver
3297,is liver present?,yes,yes
3298,what is present?,hepatobiliary,liver
3299,what is present?,liver,liver
3300,what looks like an ascending cholangitis?,this,liver
3301,what does this look?,like an ascending cholangitis,liver
3302,what is preoperative scintigraphy useful for?,localizing and distinguishing adenomas from parathyroid hyperplasia,detection of metastatic disease
3303,does this look like an ascending cholangitis?,yes,yes
3304,what is present?,hepatobiliary,liver
3305,is hepatobiliary present?,yes,yes
3306,what looks like an ascending cholangitis?,this,liver
3307,what is present?,hepatobiliary,liver
3308,what does this image show?,post-orthotopic liver transplant,hepatobiliary
3309,does this image show post-orthotopic liver transplant?,yes,yes
3310,does nodular tumor show post-orthotopic liver transplant?,no,no
3311,what is present?,hepatobiliary,liver
3312,is hepatobiliary present?,yes,yes
3313,"is preoperative scintigraphy useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?",yes,yes
3314,is this myoma present?,no,no
3315,what is present?,hepatobiliary,liver
3316,what does this image show?,recurrent hepatitis c virus,hepatitis c virus
3317,does this image show recurrent hepatitis c virus?,yes,yes
3318,does hilar cell tumor show recurrent hepatitis c virus?,no,no
3319,what is present?,hepatobiliary,liver
3320,is hepatobiliary present?,yes,yes
3321,is infarct present?,no,no
3322,what is present?,liver,liver
3323,is liver present?,yes,yes
3324,"is the necrotic ulcer base useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?",no,yes
3325,is carcinoma superficial spreading present?,no,no
3326,what is present?,hepatobiliary,liver
3327,what is present?,liver,liver
3328,what does this image show?,recurrent hepatitis c virus,lymph node
3329,does this image show recurrent hepatitis c virus?,yes,yes
3330,does adenocarcinoma show recurrent hepatitis c virus?,no,no
3331,what is present?,hepatobiliary,lymph node
3332,is hepatobiliary present?,yes,yes
3333,is carcinoma superficial spreading present?,no,no
3334,what is present?,liver,lymph node
3335,what is the embolus composed of?,hematopoietic marrow and marrow fat cells,thrombus
3336,"does the immediate reaction have virtually immobilized the fingers, creating a clawlike flexion deformity?",no,yes
3337,what cells represent osteoprogenitor cells?,the surrounding spindle cells,osteoblast
3338,is liver present?,yes,yes
3339,is exostosis present?,no,no
3340,what is present?,hepatobiliary,lymph node
3341,what is present?,liver,lymph node
3342,what does this image show?,recurrent hepatitis c virus,hepatobiliary
3343,does this image show recurrent hepatitis c virus?,yes,yes
3344,does fixed tissue show recurrent hepatitis c virus?,no,yes
3345,what is present?,hepatobiliary,liver
3346,is hepatobiliary present?,yes,yes
3347,is blood present?,no,no
3348,what do the surrounding spindle cells represent?,the osteoprogenitor cells,tumour cells
3349,what is present?,liver,liver
3350,is liver present?,yes,yes
3351,is cardiovascular present?,no,no
3352,what is present?,hepatobiliary,liver
3353,what is present?,liver,liver
3354,does this image show sarcoid?,yes,yes
3355,does mesothelioma show sarcoid?,no,no
3356,what is present?,hepatobiliary,liver
3357,is hepatobiliary present?,yes,yes
3358,"is bone, clivus present?",no,no
3359,do the surrounding spindle cells represent osteoprogenitor cells?,yes,yes
3360,what is present?,liver,liver
3361,is liver present?,yes,yes
3362,is mucinous cystadenocarcinoma present?,no,no
3363,what is present?,hepatobiliary,liver
3364,what is present?,liver,liver
3365,what does this image show?,primary biliary cirrhosis,pancreas
3366,does this image show primary biliary cirrhosis?,yes,yes
3367,does exposure show primary biliary cirrhosis?,no,no
3368,what is present?,hepatobiliary,liver
3369,is hepatobiliary present?,yes,yes
3370,"do large, flat cells with small nuclei represent osteoprogenitor cells?",no,yes
3371,is temporal muscle hemorrhage present?,no,no
3372,what is present?,liver,liver
3373,is liver present?,yes,yes
3374,is choanal patency present?,no,no
3375,what is present?,hepatobiliary,liver
3376,what is present?,liver,liver
3377,what does this image show?,primary biliary cirrhosis,pancreas
3378,does this image show primary biliary cirrhosis?,yes,yes
3379,does quite good liver show primary biliary cirrhosis?,no,no
3380,what is present?,hepatobiliary,liver
3381,what is shortened by compression fractures?,the osteoporotic vertebral body,length of the neck
3382,is hepatobiliary present?,yes,yes
3383,is cysticercosis present?,no,yes
3384,what is present?,liver,liver
3385,is liver present?,yes,yes
3386,is lymphoid atrophy in newborn present?,no,no
3387,what is present?,hepatobiliary,liver
3388,what is present?,liver,liver
3389,what does this image show?,primary biliary cirrhosis,liver
3390,does this image show primary biliary cirrhosis?,yes,yes
3391,does the excellent uterus show primary biliary cirrhosis?,no,no
3392,what is the osteoporotic vertebral body shorten by?,compression fractures,compression fractures
3393,what is present?,hepatobiliary,liver
3394,is hepatobiliary present?,yes,yes
3395,is rocky mountain present?,no,yes
3396,what is present?,liver,liver
3397,is liver present?,yes,yes
3398,is omphalocele present?,no,no
3399,what is present?,hepatobiliary,liver
3400,what is present?,liver,liver
3401,what does this image show?,ductopenia,liver
3402,does this image show ductopenia?,yes,yes
3403,is steoporotic vertebral body shorten by compression fractures?,yes,yes
3404,does candida in peripheral blood show ductopenia?,no,no
3405,what is present?,hepatobiliary,liver
3406,is hepatobiliary present?,yes,yes
3407,is the superior vena cava present?,no,no
3408,what is present?,liver,liver
3409,is liver present?,yes,yes
3410,is chromophobe adenoma present?,no,no
3411,what is present?,hepatobiliary,liver
3412,what is present?,liver,liver
3413,what does this image show?,primary biliary cirrhosis,hepatobiliary
3414,is high-power detail of an asbestos body shorten by compression fractures?,no,yes
3415,does this image show primary biliary cirrhosis?,yes,yes
3416,does cachexia show primary biliary cirrhosis?,no,no
3417,what is present?,hepatobiliary,liver
3418,is hepatobiliary present?,yes,yes
3419,is pierre robin sndrome present?,no,no
3420,what is present?,liver,liver
3421,is liver present?,yes,yes
3422,is stress present?,no,no
3423,what is present?,hepatobiliary,liver
3424,what is present?,liver,liver
3425,what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?,osteoid osteoma,lung
3426,what does this image show?,primary biliary cirrhosis,pleomorphic atypical histiocytes with marked nuclear pleomorphism
3427,does this image show primary biliary cirrhosis?,yes,yes
3428,does atheromatous embolus show primary biliary cirrhosis?,no,no
3429,what is present?,hepatobiliary,gastrointestinal
3430,is hepatobiliary present?,yes,yes
3431,is malformed base present?,no,no
3432,what is present?,liver,gastrointestinal
3433,is liver present?,yes,yes
3434,is diagnosis present?,no,yes
3435,what is present?,hepatobiliary,gastrointestinal
3436,what is osteoid osteoma composed of?,haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts,bone
3437,what is present?,liver,gastrointestinal
3438,what does this image show?,primary biliary cirrhosis,liver
3439,does this image show primary biliary cirrhosis?,yes,yes
3440,does hypersegmented neutrophil show primary biliary cirrhosis?,no,no
3441,what is present?,hepatobiliary,liver
3442,is hepatobiliary present?,yes,yes
3443,is metastatic neuroblastoma present?,no,no
3444,what is present?,liver,liver
3445,is liver present?,yes,yes
3446,is intraductal papillomatosis with apocrine metaplasia present?,no,no
3447,what has led to cutaneous ulcerations?,loss of blood supply,diabetes mellitus
3448,is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?,yes,no
3449,what is present?,hepatobiliary,liver
3450,what is present?,liver,liver
3451,what does this image show?,primary biliary cirrhosis,hepatitis b virus
3452,does this image show primary biliary cirrhosis?,yes,yes
3453,does situs inversus show primary biliary cirrhosis?,no,no
3454,what is present?,hepatobiliary,liver
3455,is hepatobiliary present?,yes,yes
3456,is inflamed exocervix present?,no,no
3457,what is present?,liver,liver
3458,is liver present?,yes,yes
3459,is renal glomerulus composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?,no,yes
3460,is view of head with scalp present?,no,no
3461,what is present?,hepatobiliary,liver
3462,what is present?,liver,liver
3463,what does this image show?,primary biliary cirrhosis,hepatobiliary
3464,does this image show primary biliary cirrhosis?,yes,yes
3465,does right leaf of diaphragm show primary biliary cirrhosis?,no,no
3466,what is present?,hepatobiliary,liver
3467,is hepatobiliary present?,yes,yes
3468,is marfans syndrome present?,no,no
3469,what is present?,liver,liver
3470,what are filled by vascularized loose connective tissue?,the intertrabecular spaces,alveoli
3471,is liver present?,yes,yes
3472,is the superior vena cava present?,no,no
3473,what is present?,hepatobiliary,liver
3474,what is present?,liver,liver
3475,what does this image show?,primary biliary cirrhosis,brain
3476,does this image show primary biliary cirrhosis?,yes,yes
3477,does polysplenia show primary biliary cirrhosis?,no,no
3478,what is present?,hepatobiliary,liver
3479,is hepatobiliary present?,yes,yes
3480,is chronic lymphocytic leukemia present?,no,no
3481,what are the intertrabecular spaces filled by?,vascularized loose connective tissue,a large number of neutrophils
3482,what is present?,liver,liver
3483,is liver present?,yes,yes
3484,is heart present?,no,no
3485,what is present?,hepatobiliary,liver
3486,what is present?,liver,liver
3487,what does this image show?,autoimmune hepatitis,pleural effusion
3488,does this image show autoimmune hepatitis?,yes,yes
3489,does corpus luteum show autoimmune hepatitis?,no,no
3490,what is present?,hepatobiliary,liver
3491,is hepatobiliary present?,yes,yes
3492,are the intertrabecular spaces filled by vascularized loose connective tissue?,yes,yes
3493,is all the fat necrosis present?,no,yes
3494,what is present?,liver,liver
3495,is liver present?,yes,yes
3496,is metastatic carcinoma prostate present?,no,no
