"ID","model_dir","question","correct_answer","model_output"
"12152","checkpoint-4000","does beckwith-wiedemann syndrome show heart transplant, 2 years post surgery?","no","yes"
"12153","checkpoint-4000","is respiratory present?","yes","yes"
"12154","checkpoint-4000","what does this image show?","islet cell carcinoma","colon"
"12155","checkpoint-4000","does angiogram show postmortangiogram with apparent lesions in proximal right coronary?","no","yes"
"12156","checkpoint-4000","does breast show vasculitis, polyarteritis nodosa?","no","no"
"12157","checkpoint-4000","are laceration of the scalp seen microscopically?","no","no"
"12158","checkpoint-4000","what recklinghausens disease is present?","von","face"
"12159","checkpoint-4000","does this image show a very close-up view of typical gross lesions?","yes","yes"
"12160","checkpoint-4000","what is present?","endocrine","endocrine"
"12161","checkpoint-4000","is joints present?","yes","yes"
"12162","checkpoint-4000","is fibrinous peritonitis present?","no","no"
"12163","checkpoint-4000","is the unknown origin in mandible a guess?","yes","yes"
"12164","checkpoint-4000","what is present?","female reproductive","placenta"
"12165","checkpoint-4000","how does this image show vertebral body gross is islands of tumor?","with stimulated new bone formation a desmoplastic reaction to the additional micros are and","with osteoid deposition and osteoclast invasion"
"12166","checkpoint-4000","what is present?","endocrine","lung"
"12167","checkpoint-4000","what is present?","joints","hand"
"12168","checkpoint-4000","what is present?","cardiovascular","gastrointestinal"
"12169","checkpoint-4000","is bone marrow present?","yes","yes"
"12170","checkpoint-4000","what are present?","extremities","extremities"
"12171","checkpoint-4000","what are the characteristic histologic features?","villous hypertrophy of the synovium and marked mononuclear inflammatory cell","large atypical tumour cells with prominent nucleoli and abundant cytoplasm and a few mitotic figures"
"12172","checkpoint-4000","does this image show prosthetic mitral valve, carpentier-edwards valve bovine pericardial bioprosthesis?","yes","yes"
"12173","checkpoint-4000","how does this image show portion of nose typical exophytic lesion?","with heaped-up margins and central ulceration","with obvious tumor"
"12174","checkpoint-4000","where is this?","pancreas","pancreas"
"12175","checkpoint-4000","is pus in test tube present?","no","no"
"12176","checkpoint-4000","what is the vessel wall infiltrated with?","leukocytes","granulomas and foreign material"
"12177","checkpoint-4000","is chronic lymphocytic leukemia necrotizing?","no","yes"
"12178","checkpoint-4000","what is present?","liver","liver"
"12179","checkpoint-4000","does this image show close-up of cut surface?","yes","yes"
"12180","checkpoint-4000","what is present?","hematologic","cardiovascular"
"12181","checkpoint-4000","what does this image show?","facial abscess","face"
"12182","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12183","checkpoint-4000","where is this?","skin","extremities"
"12184","checkpoint-4000","what is present?","hepatobiliary","liver"
"12185","checkpoint-4000","is opened bladder with median lobe protruding into trigone area also present?","no","no"
"12186","checkpoint-4000","is follicular lymphoma contrasted with structure of normal lymph node a?","yes","yes"
"12187","checkpoint-4000","the mature red cells are released into circulation , which on completion of whose lifespan of 120 days , die?","their","the mature red cells are released into circulation , which on completion of whose lifespan of 120 days , die"
"12188","checkpoint-4000","what does this image show?","periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques","opened abdominal cavity with large tumor mass in retroperitoneum and lymph node metastases in iliac region"
"12189","checkpoint-4000","what is present?","endocrine","liver"
"12190","checkpoint-4000","what does microscopic examination reveal?","large cells with distinct cell borders","large atypical cells with prominent nucleoli and abundant cytoplasm"
"12191","checkpoint-4000","does this image show normal lung?","yes","yes"
"12192","checkpoint-4000","is leiomyoma present?","yes","yes"
"12193","checkpoint-4000","what is present?","hematologic","blood"
"12194","checkpoint-4000","is vasculature present?","yes","yes"
"12195","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12196","checkpoint-4000","is this typical thecoma with yellow foci present?","no","no"
"12197","checkpoint-4000","what does the upper dermis show?","a band-like mononuclear infiltrate with a sharply-demarcated lower border","inflammatory infiltrate with neutrophils and eosinophils"
"12198","checkpoint-4000","does this image show numerous large thrombi?","yes","yes"
"12199","checkpoint-4000","is mesothelioma present?","no","no"
"12200","checkpoint-4000","what are present?","extremities","extremities"
"12201","checkpoint-4000","where is this?","skin","vasculature"
"12202","checkpoint-4000","is digital infarcts bacterial endocarditis present?","no","yes"
"12203","checkpoint-4000","does yellow color show opened cranial vault with many frontal and right temporal fossa fractures?","no","no"
"12204","checkpoint-4000","does hepatobiliary show kidney, infarct?","no","no"
"12205","checkpoint-4000","did these cells spread to lungs, liver, spleen, kidneys and brain?","no","yes"
"12206","checkpoint-4000","is peritoneum present?","no","no"
"12207","checkpoint-4000","what is identical to that of seminoma of the testis?","histologic appearance","the histology"
"12208","checkpoint-4000","what is present?","metastatic carcinoma lung","kidney"
"12209","checkpoint-4000","what is atherosclerosis left?","anterior descending coronary artery","left"
"12210","checkpoint-4000","does acute peritonitis show fixed tissue typical appearance of tuberculous peritonitis except for color being off a bit?","no","no"
"12211","checkpoint-4000","what is present?","gastrointestinal","skin"
"12212","checkpoint-4000","is fibrous meningioma present?","no","no"
"12213","checkpoint-4000","is aorta present?","yes","yes"
"12214","checkpoint-4000","is the moderate-power view of the plaque demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis?","no","no"
"12215","checkpoint-4000","does mucinous cystadenocarcinoma show typical lesion with giant cells and foreign material?","no","no"
"12216","checkpoint-4000","where does this belong to?","endocrine system","endocrine system"
"12217","checkpoint-4000","what does this image show?","gout","vasculitis"
"12218","checkpoint-4000","does this image show primary biliary cirrhosis?","yes","yes"
"12219","checkpoint-4000","does lymphangiomatosis generalized show large necrotic ulcers over sacrum buttocks and hips?","no","yes"
"12220","checkpoint-4000","what is present?","uterus","oral"
"12221","checkpoint-4000","is amputation stump infected present?","no","yes"
"12222","checkpoint-4000","are disse blood-filled vascular channels lined by endothelial cells and surrounded by nests and masses of glomus cells?","no","yes"
"12223","checkpoint-4000","do fibroma stain?","no","yes"
"12224","checkpoint-4000","what does this image show?","good for banding pattern mitochondria","high excellent detail"
"12225","checkpoint-4000","where is this part in the figure?","endocrine system","endocrine system"
"12226","checkpoint-4000","where is this?","lung","urinary"
"12227","checkpoint-4000","is lateral view present?","no","no"
"12228","checkpoint-4000","is palpable purpura with desquamation present?","yes","yes"
"12229","checkpoint-4000","what are expelled?","2","the remaining cells"
"12230","checkpoint-4000","is esophagus present?","no","no"
"12231","checkpoint-4000","where is this?","urinary","vasculature"
"12232","checkpoint-4000","does one marrow trephine biopsy in aplastic anaemia contain caseating epithelioid cell granulomas having giant cells and lymphocytes?","no","yes"
"12233","checkpoint-4000","what is present?","vasculature","cardiovascular"
"12234","checkpoint-4000","what is surrounded by increased fat?","matted mass of lymph nodes","by fibrous capsule"
"12235","checkpoint-4000","what is present?","endocrine","endocrine"
"12236","checkpoint-4000","are thalassaemia and hbd the haemoglobin disorders common in india?","yes","yes"
"12237","checkpoint-4000","what does this image show?","close-up hilar node with anthracotic pigment and metastatic small cell carcinoma from lung good example","close-up view of lesion with black areas of necrosis and areas of pink marrow replacement with blood"
"12238","checkpoint-4000","does this image show normal brain?","yes","yes"
"12239","checkpoint-4000","what is present?","eye","eye"
"12240","checkpoint-4000","does bone, skull show moderate acute rejection?","no","no"
"12241","checkpoint-4000","is endocrine present?","yes","yes"
"12242","checkpoint-4000","what is present?","supernumerary digits","feet"
"12243","checkpoint-4000","does this image show uterus, leiomyoma?","yes","yes"
"12244","checkpoint-4000","is cardiovascular present?","yes","yes"
"12245","checkpoint-4000","what is present?","brain","brain"
"12246","checkpoint-4000","does cervix duplication show close-up of foramen magnum stenosis due to subluxation of atlas vertebra case 31?","no","no"
"12247","checkpoint-4000","is the margin congested?","yes","yes"
"12248","checkpoint-4000","where does this part belong to?","female reproductive system","female reproductive system"
"12249","checkpoint-4000","does this image show facial abscess?","yes","yes"
"12250","checkpoint-4000","what does this image show?","lung","lung"
"12251","checkpoint-4000","what is present?","bone marrow","hematologic"
"12252","checkpoint-4000","does this image show tracheotomy site, granulation tissue?","yes","yes"
"12253","checkpoint-4000","what is present?","hepatobiliary","liver"
"12254","checkpoint-4000","is there moderate microcytosis and hypochromia?","yes","yes"
"12255","checkpoint-4000","what is present?","oral","oral"
"12256","checkpoint-4000","what is well-encapsulated with compression of surrounding thyroid parenchyma?","tumour","nodule"
"12257","checkpoint-4000","is ml present?","no","no"
"12258","checkpoint-4000","is sacrococcygeal teratoma present?","no","no"
"12259","checkpoint-4000","where is this area in the body?","heart","heart"
"12260","checkpoint-4000","what are present?","extremities","extremities"
"12261","checkpoint-4000","does this image show papillary cystadenoma lymphomatosum warthins?","yes","yes"
"12262","checkpoint-4000","where is this?","urinary","abdomen"
"12263","checkpoint-4000","does this image show med excellent example of perineural invasion?","yes","yes"
