ID,question,correct_answer,model_output
4022,how is excellent multiple lesions sigmoid colon papillary adenocarcinoma 6mo post colon resection?,complications,multiple lesions sigmoid colon
4023,what does this image show?,excellent multiple lesions sigmoid colon papillary adenocarcinoma 6mo post colon resection with multiple complications,ribs with lesions
4024,what is present?,joints,"red tissue
yellowish lesions
bone"
4025,is gross appearance of leukoplakia attached to the dura?,no,reddish discoloration
4026,how is excellent multiple lesions sigmoid colon adenocarcinoma 6mo post colon resection with multiple complications?,papillary,multiple lesions sigmoid colon
4027,how is excellent multiple lesions sigmoid colon papillary 6mo post colon resection with multiple complications?,adenocarcinoma,multiple lesions sigmoid colon
4028,how is excellent lesions sigmoid colon papillary adenocarcinoma 6mo post colon resection with complications?,multiple,lesions present sigmoid colon papillary adenocarcinoma
4029,what is prostate adenocarcinoma?,excellent vertebral body primary,reddish brown tissue with irregular areas
4030,what is excellent vertebral body primary adenocarcinoma?,prostate,reddish discoloration
4031,what does this image show?,very close-up view excellent vertebral body primary is prostate adenocarcinoma,reddish tissue with hemorrhagic areas
4032,what is present?,joints,reddish tissue with hemorrhagic areas
4033,how is very close-up view excellent vertebral body primary prostate?,adenocarcinoma,reddish discoloration
4034,how much of lung giant cell type occurring 25 years after she was treat-ed for hodgkins disease?,44yobfadenocarcinoma,no lung giant cells visible
4035,what occurring 25 years after she was treat-ed for hodgkins disease?,obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type,bone marrow fibrosis
4036,what contains a central focus of white matter necrosis with a peripheral rim of mineralized axonal processes?,this specimen from a patient with periventricular leukomalacia,gliosis
4037,when is obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring 25 years?,obvious,not visible
4038,what is obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring?,after she was treat-ed for hodgkins disease,lesion present
4039,when does this image show close-up of vertebra with obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring 25 years?,after she was treat-ed for hodgkins disease,vertebra with metastatic lesion
4040,what does this image show?,close-up of vertebra with obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring 25 years after she was treat-ed for hodgkins disease,vertebral column
4041,how does this image show close-up of vertebra?,with obvious metastatic lesion 44yobfadenocarcinoma lung giant cell type occurring 25 years after she was treat-ed for hodgkins disease,vertebral bodies are visible with distinct lamellar patterns
4042,what is present?,joints,vertebral fragments
4043,is joints present?,yes,yes
4044,what does this image show?,marrow filled with obvious tumor,pink tissue with ulcerations
4045,does this image show marrow filled with obvious tumor?,yes,no
4046,what is present?,joints,reddish tissue with ulcerations and erosions
4047,what does this specimen from a patient with periventricular leukomalacia contain?,a central focus of white matter necrosis,microglial aggregates
4048,is joints present?,yes,yes
4049,how is marrow filled with tumor?,obvious,marrow is infiltrated with tumor cells
4050,does this image show opened infant body with abdominal viscera in right chest quite good?,yes,"opened infant body
abdominal viscera
right chest"
4051,what is present?,muscle,"liver
heart
intestines
blood"
4052,is muscle present?,yes,visible muscle
4053,what is present?,soft tissue,"liver
heart
intestines
blood"
4054,is soft tissue present?,yes,yes
4055,what are somewhat collapsed?,close-up view well shown normal discs case of chronic myelogenous leukemia in a 14yo male vertebra,intervertebral discs
4056,what are close-up view well shown normal discs case of chronic myelogenous leukemia in a 14yo male vertebra collapsed?,vertebra somewhat,normal discs vertebral collapse
4057,what does this image show?,close-up view well shown normal discs case of chronic myelogenous leukemia in a 14yo male vertebra are somewhat collapsed,spinal cord with cavitation
4058,does this specimen from a patient with periventricular leukomalacia contain a central focus of white matter necrosis with a peripheral rim of mineralized axonal processes?,yes,yes
4059,what is present?,joints,tissue sections with translucent areas
4060,what does this image show?,fixed tissue obvious marrow metastatic type lesions but not typical for myeloma,fragmented bone
4061,what is present?,joints,fragmented bone tissue
4062,what does this image show?,fixed tissue frontal section of joint with obvious cartilage loss and subsynovial fibrosis,skull with extensive necrosis and bone loss
4063,does this image show fixed tissue frontal section of joint with obvious cartilage loss and subsynovial fibrosis?,yes,yes
4064,what is present?,joints,"bone erosion
dark discoloration
tissue necrosis
black marker"
4065,is joints present?,yes,no
4066,what does this image show?,not a good exposure,tissue necrosis
4067,does this image show not a good exposure?,yes,yes
4068,what is present?,joints,red discoloration
4069,does nonfunctioning adenomas contain a central focus of white matter necrosis with a peripheral rim of mineralized axonal processes?,no,no
4070,is joints present?,yes,no
4071,what does this image show?,multiple metastatic appearing lesions diagnosed reticulum cell sarcoma,vertebral column tissue
4072,does this image show multiple metastatic appearing lesions diagnosed reticulum cell sarcoma?,yes,multiple lesions appear reddish brown
4073,what is present?,joints,vertebral fragments with discoloration
4074,is joints present?,yes,yes
4075,"why does this image show skeletal muscle, atrophy?",due to immobilization cast,focal atrophy
4076,what does this image show?,skeletal muscle,skeletal muscle
4077,"does this image show skeletal muscle, atrophy due to immobilization cast?",yes,skeletal muscle
4078,"does hypospadias show skeletal muscle, atrophy due to immobilization cast?",no,skeletal muscle fibers present atrophy observed
4079,what is present?,musculoskeletal,"striated muscle fibers
nuclei
clear cells"
4080,"what shows irregular, poorly defined areas of demyelination, which become confluent in places?",section stained for myeln,white matter
4081,is musculoskeletal present?,yes,yes
4082,is gms present?,no,yes
4083,"why does this image show skeletal muscle, atrophy?",due to immobilization cast,muscle fibers are smaller than normal.
4084,what does this image show?,skeletal muscle,muscle tissue
4085,"does this image show skeletal muscle, atrophy due to immobilization cast?",yes,skeletal muscle
4086,"does esophagus show skeletal muscle, atrophy due to immobilization cast?",no,skeletal muscle present
4087,what is present?,musculoskeletal,muscle fibers
4088,is musculoskeletal present?,yes,yes
4089,is endocrine present?,no,no
4090,what does this image show?,rheumatoid arthritis,inflammatory infiltrate
4091,what become confluent in places?,areas of demyelination,vacuolations
4092,"does this image show rheumatoid arthritis, synovial hypertrophy with formation of villi pannus?",yes,pannus formation
4093,"does close-up tumor show rheumatoid arthritis, synovial hypertrophy with formation of villi pannus?",no,no
4094,what is present?,joints,small round cells and inflammatory infiltrate
4095,is joints present?,yes,no
4096,is oil wrights cells present?,no,no
4097,what does this image show?,tracheotomy site,small glands and cells
4098,"does this image show tracheotomy site, granulation tissue?",yes,granulation tissue
4099,"does this protocol show tracheotomy site, granulation tissue?",no,yes
4100,what is present?,muscle,"large cells
pink cytoplasm
pink nuclei
vacuoles"
4101,is muscle present?,yes,yes
4102,is the section stained for myelin?,yes,yes
4103,is malignant histiocytosis present?,no,no
4104,what is present?,soft tissue,"large cells
pink cytoplasm
pink nuclei
vacuoles"
4105,is soft tissue present?,yes,yes
4106,is metastatic carcinoma oat cell present?,no,no
4107,what does this image show?,gout,stromal desmoplasia and atypical cells
4108,does this image show gout?,yes,no
4109,does pinworm show gout?,no,no
4110,what is present?,joints,"irregular nuclei
pleomorphic cells
increased mitotic activity
stromal desmoplasia"
4111,is joints present?,yes,no
4112,is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?,no,is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present
4113,does the fibrous capsule delimit the tumor from the surrounding tissue?,yes,yes
4114,"is low-power view of a cross section of a skin blister showing the epidermis stain for myelin showing irregular, poorly defined areas of demyelination, which become confluent in places?",no,irregular demyelination
4115,what does this image show?,gout,neutrophils and necrotic debris
4116,does this image show gout?,yes,no
4117,does adrenal show gout?,no,no
4118,what is present?,joints,large cells with irregular nuclei and prominent nucleoli small lymphocytes numerous neutrophils granular debris
4119,is joints present?,yes,no
4120,is fixed lesions present?,no,no
4121,what does this image show?,gout,vessel wall thickening
4122,does this image show gout?,yes,no
4123,does quite good liver show gout?,no,no
4124,what is present?,joints,"vessel wall thickening
inflammatory infiltrate
fibrosis"
4125,what are demonstrated by immunohistochemical staining?,free tachyzoites,brown pigment deposition
4126,is joints present?,yes,no
4127,what does this image show?,gout,neoplastic tissue
4128,does this image show gout?,yes,yes
4129,does sugar coated show gout?,no,yellow papules
