"ID","question","correct_answer","model_output"
"3857","what does this image show?","view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis","answer: necrosis"
"3858","what begins at the edges of the lesion, where the vascular supply is intact?","infiltration of a cerebral infarction by neutrophils","answer: necrosis"
"3859","does this image show view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis?","yes","answer: yes"
"3860","what is present?","prostate","answer: necrosis"
"3861","is prostate present?","yes","answer: no"
"3862","what is present?","adenocarcinoma","answer: necrosis"
"3863","is adenocarcinoma present?","yes","answer: yes"
"3864","what is not enlarged?","neoplasm gland","answer: adrenal"
"3865","is neoplasm gland not enlarged?","yes","answer: yes"
"3866","what does this image show?","excellent example to see neoplasm gland is not enlarged","answer: prostate"
"3867","does this image show excellent example to see neoplasm gland is not enlarged?","yes","answer: no"
"3868","what is present?","adenocarcinoma","answer: spleen"
"3869","does a ball of hair and a mixture of tissues begin at the edges of the lesion, where the vascular supply is intact?","no","answer: yes"
"3870","is adenocarcinoma present?","yes","answer: yes"
"3871","how many testicle does this image show discrete yellow mass lesion in hydrocele in other?","one","answer: two"
"3872","what does this image show?","discrete yellow mass lesion in one testicle hydrocele in other","answer: splenic infarct"
"3873","does this image show discrete yellow mass lesion in one testicle hydrocele in other?","yes","answer: yes"
"3874","what is present?","testicle","answer: infarcted heart"
"3875","is testicle present?","yes","answer: yes"
"3876","what is present?","interstitial cell tumor","answer: calcification"
"3877","is interstitial cell tumor present?","yes","answer: yes"
"3878","what does this image show?","fibrocaseous mass of tissue","answer: squamous cell carcinoma"
"3879","does this image show fibrocaseous mass of tissue?","yes","answer: yes"
"3880","when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","by day 10","answer: hepatocellular necrosis"
"3881","what is present?","epididymis","answer: necrosis"
"3882","is epididymis present?","yes","answer: yes"
"3883","what is present?","tuberculosis","answer: tumor"
"3884","is tuberculosis present?","yes","answer: yes"
"3885","what does this image show?","numerous large thrombi","answer: thyroidectomy"
"3886","does this image show numerous large thrombi?","yes","answer: yes"
"3887","what is present?","prostate","answer: resection of thyroid"
"3888","is prostate present?","yes","answer: yes"
"3889","what is present?","periprostatic vein thrombi","answer: thyroid gland"
"3890","is periprostatic vein thrombi present?","yes","answer: yes"
"3891","what delimits the tumor from the surrounding tissue?","the fibrous capsule","answer: fibrous capsule"
"3892","what shows the presence of macrophages and surrounding reactive gliosis by day 10?","an area of infarction","answer: astrocytes"
"3893","what does this image show?","no hyperplasia","answer: granulomatous inflammation"
"3894","does this image show no hyperplasia?","yes","answer: yes"
"3895","what is present?","prostate","answer: necrosis"
"3896","is prostate present?","yes","answer: yes"
"3897","what is present?","calculi","answer: granuloma"
"3898","is calculi present?","yes","answer: yes"
"3899","what does this image show?","discrete tumor mass","answer: infarcted spleen"
"3900","does this image show discrete tumor mass?","yes","answer: yes"
"3901","does digital infarcts bacterial endocarditis show discrete tumor mass?","no","answer: no"
"3902","what is present?","testicle","answer: infarcted spleen"
"3903","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","answer: early"
"3904","is testicle present?","yes","answer: yes"
"3905","is cut edge of mesentery present?","no","answer: yes"
"3906","what is present?","metastatic carcinoma","answer: infarcted liver"
"3907","is metastatic carcinoma present?","yes","answer: yes"
"3908","is testicle present?","no","answer: yes"
"3909","what does this image show?","testes","answer: prostatitis"
"3910","does this image show testes, testicular atrophy?","yes","answer: yes"
"3911","when does this image show apoptosis in prostate?","after orchiectomy","answer: post-vasectomy"
"3912","what does this image show?","apoptosis in prostate after orchiectomy","answer: adenocarcinoma"
"3913","does this image show apoptosis in prostate after orchiectomy?","yes","answer: yes"
"3914","what does an area of infarction show by day 10?","the presence of macrophages and surrounding reactive gliosis","answer: neutrophils"
"3915","what does this image show?","prostate","answer: acute tubular necrosis"
"3916","does this image show prostate, benign prostatic hyperplasia?","yes","answer: yes"
"3917","what does this image show?","prostate","answer: acute tubular necrosis"
"3918","does this image show prostate, benign prostatic hyperplasia?","yes","answer: yes"
"3919","what does this image show?","normal prostate","answer: granulomatous inflammation"
"3920","does this image show normal prostate?","yes","answer: no"
"3921","what illustrates organisms granulomatous prostatitis case of aids?","gms","answer: mycobacteria"
"3922","what does gms illustrate?","organisms granulomatous prostatitis case of aids","answer: granulomatous inflammation"
"3923","does gms illustrate organisms granulomatous prostatitis case of aids?","yes","answer: yes"
"3924","what does this image show?","gms illustrates organisms granulomatous prostatitis case of aids","answer: granuloma"
"3925","does an area of infarction show the presence of macrophages and surrounding reactive gliosis by day 10?","yes","answer: yes"
"3926","does this image show gms illustrates organisms granulomatous prostatitis case of aids?","yes","answer: yes"
"3927","what is present?","pneumocystis","answer: granulomas"
"3928","is pneumocystis present?","yes","answer: no"
"3929","what does this image show?","7yo with craniopharyngioma and underdeveloped penis","answer: adenocarcinoma"
"3930","does this image show 7yo with craniopharyngioma and underdeveloped penis?","yes","answer: yes"
"3931","what is present?","testicle","answer: adenocarcinoma"
"3932","is testicle present?","yes","answer: yes"
"3933","what does this image show?","classical polyarteritis nodosa type lesion","answer: granulomatous inflammation"
"3934","does this image show classical polyarteritis nodosa type lesion?","yes","answer: yes"
"3935","what is present?","testicle","answer: granulomas"
"3936","does the distal edge of the intramural hematoma show the presence of macrophages and surrounding reactive gliosis by day 10?","no","answer: yes"
"3937","is testicle present?","yes","answer: yes"
"3938","what is present?","rheumatoid arthritis with vasculitis","answer: granulomas"
"3939","is rheumatoid arthritis with vasculitis present?","yes","answer: yes"
"3940","what does this image show?","med excellent example of perineural invasion","answer: granuloma"
"3941","does this image show med excellent example of perineural invasion?","yes","answer: yes"
"3942","what is present?","prostate","answer: granulomas"
"3943","is prostate present?","yes","answer: yes"
"3944","what is present?","adenocarcinoma","answer: granuloma"
"3945","is adenocarcinoma present?","yes","answer: no"
"3946","what does this image show?","inguinal hernia","answer: scrotal abscess"
"3947","what are seen as areas of tissue loss and residual gliosis?","old intracortical infarcts","answer: infarct"
"3948","does this image show inguinal hernia?","yes","answer: yes"
"3949","what does this image show?","diaphragm","answer: gastric ulcer"
"3950","does this image show diaphragm, asbestosis and mesothelioma?","yes","answer: yes"
"3951","what looks like ivory vertebra of breast carcinoma?","close-up","answer: metastasis"
"3952","what does close-up look?","up looks like ivory vertebra of breast carcinoma","answer: granulation tissue"
"3953","does close-up look like ivory vertebra of breast carcinoma?","yes","answer: yes"
"3954","what does this image show?","close-up looks like ivory vertebra of breast carcinoma","answer: bowel adenocarcinoma"
"3955","does this image show close-up looks like ivory vertebra of breast carcinoma?","yes","answer: yes"
"3956","what is a case of prostatic carcinoma?","this","answer: adenocarcinoma"
"3957","what is this of prostatic carcinoma?","a case","answer: necrosis"
"3958","what are old intracortical infarcts seen as?","areas of tissue loss and residual gliosis","answer: chalky lesions"
"3959","is this a case of prostatic carcinoma?","yes","answer: yes"
"3960","what is present?","joints","answer: colon"
"3961","is joints present?","yes","answer: yes"
"3962","what does this image show?","good representation","answer: bowel perforation"
"3963","does this image show good representation?","yes","answer: no"
"3964","does nodule show good representation?","no","answer: yes"
"3965","what is present?","joints","answer: necrosis"
"3966","is joints present?","yes","answer: yes"
"3967","is surface of nodes seen externally in slide present?","no","answer: yes"
"3968","what does this image show?","several and large lesions","answer: spinal cord"
"3969","are old intracortical infarcts seen as areas of tissue loss and residual gliosis?","yes","answer: yes"
"3970","does this image show several and large lesions?","yes","answer: yes"
"3971","does granulomata slide show several and large lesions?","no","answer: yes"
