ID,question,correct_answer,model_output
3794,what does this image show?,edge of node with infiltration of capsule obliteration of subcapsular sinus mixture of small dark lymphocytes and larger cells with vesicular nuclei not specified,lymph node
3795,how does this image show edge of node?,with infiltration capsule obliteration subcapsular sinus mixture small dark lymphocytes and larger cells with vesicular nuclei not specified,with necrosis
3796,does this image show edge of node with infiltration of capsule obliteration of subcapsular sinus mixture of small dark lymphocytes and larger cells with vesicular nuclei not specified?,yes,yes
3797,what is present?,lymph node,lymph node
3798,is lymph node present?,yes,yes
3799,what is present?,malignant lymphoma,lymph node
3800,is malignant lymphoma present?,yes,yes
3801,what does this image show?,lymphoma cells,lymph node
3802,does this image show lymphoma cells?,yes,yes
3803,what are multiple nerve fascicles expanded by?,infiltrating tumor cells,large pleomorphic cells
3804,what is present?,lymph node,hematologic
3805,is lymph node present?,yes,yes
3806,what is present?,lymphoblastic lymphoma,hematologic
3807,is lymphoblastic lymphoma present?,yes,yes
3808,what died with promyelocytic leukemia stomach lesion #?,incidental finding,unknown
3809,what is incidental finding died?,with promyelocytic leukemia stomach lesion #,malignant histiocytosis
3810,how is incidental finding died?,promyelocytic leukemia stomach lesion #,from myocardial infarction
3811,is incidental finding died with promyelocytic leukemia stomach lesion #?,yes,no
3812,how many cm does this image show hepatic node anaplastic adenocarcinoma from a sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #?,one,2
3813,what does this image show?,hepatic node anaplastic adenocarcinoma from a one cm sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #,skin
3814,are multiple nerve fascicles expanded by infiltrating tumor cells?,yes,yes
3815,does this image show hepatic node anaplastic adenocarcinoma from a one cm sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #?,yes,yes
3816,what is present?,lymph node,lymph node
3817,is lymph node present?,yes,yes
3818,what is present?,metastatic carcinoma,lymph node
3819,is metastatic carcinoma present?,yes,yes
3820,what does this image show?,lymph node,brain
3821,"does this image show lymph node, cryptococcosis gms?",yes,yes
3822,what does this image show?,normal testes,prostate
3823,does this image show normal testes?,yes,yes
3824,what is present?,male reproductive,testicle
3825,are characteristic intranuclear inclusions expanded by infiltrating tumor cells?,no,yes
3826,is male reproductive present?,yes,yes
3827,what does this image show?,orchitis and epididymitis,thyroid
3828,"does this image show orchitis and epididymitis, subacute?",yes,yes
3829,what is present?,prostate,hematologic
3830,is prostate present?,yes,yes
3831,what is present?,venous thrombosis,hematologic
3832,is venous thrombosis present?,yes,no
3833,what sliced open testicle with intact epididymis?,excellent close-up view,cut surface
3834,what is excellent close-up view sliced?,view sliced open testicle with intact epididymis,cut surface with yellow foci
3835,how is excellent close-up view sliced open testicle?,intact epididymis,medullary
3836,is the vascular supply intact?,yes,yes
3837,is excellent close-up view sliced open testicle with intact epididymis?,yes,yes
3838,what does this image show?,excellent close-up view sliced open testicle with intact epididymis,fixed tissue cut surface with tumor mass
3839,does this image show excellent close-up view sliced open testicle with intact epididymis?,yes,yes
3840,what is present?,testicle,endocrine
3841,is testicle present?,yes,yes
3842,what is present?,normal,endocrine
3843,is normal present?,yes,no
3844,how is excellent close-up view sliced testicle with intact epididymis?,open,shown
3845,how is excellent close-up view sliced open testicle with epididymis?,intact,shown
3846,what photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?,bread-loaf slices into prostate gland,mucinous cyst
3847,is subacute endocarditis intact?,no,no
3848,is bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?,yes,yes
3849,what does this image show?,bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good,stomach
3850,does this image show bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?,yes,yes
3851,what intervening tumor tissue very good?,nodular parenchyma and dense,no
3852,what is nodular parenchyma and dense intervening?,tumor tissue very good,fibrosis
3853,is nodular parenchyma and dense intervening tumor tissue very good?,yes,yes
3854,what is present?,adenocarcinoma,gastrointestinal
3855,is adenocarcinoma present?,yes,yes
3856,how is nodular parenchyma and dense intervening tumor tissue very?,good,good
3857,what does this image show?,view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis,kidney
3858,"what begins at the edges of the lesion, where the vascular supply is intact?",infiltration of a cerebral infarction by neutrophils,a circumscribed necrosis
3859,does this image show view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis?,yes,yes
3860,what is present?,prostate,kidney
3861,is prostate present?,yes,no
3862,what is present?,adenocarcinoma,kidney
3863,is adenocarcinoma present?,yes,no
3864,what is not enlarged?,neoplasm gland,thymus
3865,is neoplasm gland not enlarged?,yes,yes
3866,what does this image show?,excellent example to see neoplasm gland is not enlarged,thyroid
3867,does this image show excellent example to see neoplasm gland is not enlarged?,yes,yes
3868,what is present?,adenocarcinoma,endocrine
3869,"does a ball of hair and a mixture of tissues begin at the edges of the lesion, where the vascular supply is intact?",no,no
3870,is adenocarcinoma present?,yes,no
3871,how many testicle does this image show discrete yellow mass lesion in hydrocele in other?,one,one
3872,what does this image show?,discrete yellow mass lesion in one testicle hydrocele in other,fixed tissue cut surface of both testicles
3873,does this image show discrete yellow mass lesion in one testicle hydrocele in other?,yes,yes
3874,what is present?,testicle,adrenal
3875,is testicle present?,yes,yes
3876,what is present?,interstitial cell tumor,adrenal
3877,is interstitial cell tumor present?,yes,no
3878,what does this image show?,fibrocaseous mass of tissue,close-up of cut surface of prostate with large prostate
3879,does this image show fibrocaseous mass of tissue?,yes,yes
3880,when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?,by day 10,after 24 hours
3881,what is present?,epididymis,endocrine
3882,is epididymis present?,yes,yes
3883,what is present?,tuberculosis,endocrine
3884,is tuberculosis present?,yes,yes
3885,what does this image show?,numerous large thrombi,close-up of cut surface of uterus with two small lesions
3886,does this image show numerous large thrombi?,yes,yes
3887,what is present?,prostate,female reproductive
3888,is prostate present?,yes,yes
3889,what is present?,periprostatic vein thrombi,female reproductive
3890,is periprostatic vein thrombi present?,yes,yes
3891,what delimits the tumor from the surrounding tissue?,the fibrous capsule,a fibrous capsule
3892,what shows the presence of macrophages and surrounding reactive gliosis by day 10?,an area of infarction,the overlying surface
3893,what does this image show?,no hyperplasia,close-up of lesion
3894,does this image show no hyperplasia?,yes,yes
3895,what is present?,prostate,joints
3896,is prostate present?,yes,yes
3897,what is present?,calculi,joints
3898,is calculi present?,yes,yes
3899,what does this image show?,discrete tumor mass,close-up of cut surface of prostate with obvious metastatic lesions
3900,does this image show discrete tumor mass?,yes,yes
3901,does digital infarcts bacterial endocarditis show discrete tumor mass?,no,no
3902,what is present?,testicle,female reproductive
3903,by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?,day 10,within 24 hours
3904,is testicle present?,yes,yes
3905,is cut edge of mesentery present?,no,no
3906,what is present?,metastatic carcinoma,female reproductive
3907,is metastatic carcinoma present?,yes,no
3908,is testicle present?,no,yes
3909,what does this image show?,testes,pancreatic fat necrosis
3910,"does this image show testes, testicular atrophy?",yes,yes
3911,when does this image show apoptosis in prostate?,after orchiectomy,after orchiectomy
3912,what does this image show?,apoptosis in prostate after orchiectomy,lung
3913,does this image show apoptosis in prostate after orchiectomy?,yes,yes
3914,what does an area of infarction show by day 10?,the presence of macrophages and surrounding reactive gliosis,a dense infiltrate of neutrophils
3915,what does this image show?,prostate,pancreas
3916,"does this image show prostate, benign prostatic hyperplasia?",yes,yes
3917,what does this image show?,prostate,pancreatic fat necrosis
3918,"does this image show prostate, benign prostatic hyperplasia?",yes,yes
3919,what does this image show?,normal prostate,lung
3920,does this image show normal prostate?,yes,yes
3921,what illustrates organisms granulomatous prostatitis case of aids?,gms,this image
3922,what does gms illustrate?,organisms granulomatous prostatitis case of aids,glial proliferation and astrocytosis
3923,does gms illustrate organisms granulomatous prostatitis case of aids?,yes,no
3924,what does this image show?,gms illustrates organisms granulomatous prostatitis case of aids,lung
3925,does an area of infarction show the presence of macrophages and surrounding reactive gliosis by day 10?,yes,yes
3926,does this image show gms illustrates organisms granulomatous prostatitis case of aids?,yes,yes
3927,what is present?,pneumocystis,joints
3928,is pneumocystis present?,yes,yes
3929,what does this image show?,7yo with craniopharyngioma and underdeveloped penis,pancreatic fat necrosis
3930,does this image show 7yo with craniopharyngioma and underdeveloped penis?,yes,yes
3931,what is present?,testicle,breast
3932,is testicle present?,yes,no
3933,what does this image show?,classical polyarteritis nodosa type lesion,thyroid
3934,does this image show classical polyarteritis nodosa type lesion?,yes,yes
3935,what is present?,testicle,endocrine
3936,does the distal edge of the intramural hematoma show the presence of macrophages and surrounding reactive gliosis by day 10?,no,yes
3937,is testicle present?,yes,yes
3938,what is present?,rheumatoid arthritis with vasculitis,endocrine
3939,is rheumatoid arthritis with vasculitis present?,yes,no
3940,what does this image show?,med excellent example of perineural invasion,skin
3941,does this image show med excellent example of perineural invasion?,yes,yes
3942,what is present?,prostate,oral
3943,is prostate present?,yes,yes
3944,what is present?,adenocarcinoma,oral
3945,is adenocarcinoma present?,yes,yes
3946,what does this image show?,inguinal hernia,skin
3947,what are seen as areas of tissue loss and residual gliosis?,old intracortical infarcts,neoplastic cells
3948,does this image show inguinal hernia?,yes,yes
