"ID","model","question","correct_answer","model_output"
"8930","checkpoint-5000","where is this?","oral","oral"
"8931","checkpoint-5000","what is present?","capillary","bone"
"8932","checkpoint-5000","what aspirate shows micronormoblastic erythropoiesis?","examination of bone marrow","hematologic"
"8933","checkpoint-5000","what is present?","endocrine","breast"
"8934","checkpoint-5000","where is this?","oral","mouth"
"8935","checkpoint-5000","are the areas of white chalky deposits somewhat variable in size?","no","yes"
"8936","checkpoint-5000","is basilar skull fracture present?","yes","yes"
"8937","checkpoint-5000","does another fiber other frame show colon biopsy, mycobacterium avium-intracellularae?","no","no"
"8938","checkpoint-5000","what does this image show?","moderate acute rejection","lymph node"
"8939","checkpoint-5000","is granulomata diagnosed as reticulum cell sarcoma?","yes","no"
"8940","checkpoint-5000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","skin"
"8941","checkpoint-5000","what does this image show?","near if not natural color saggital sections very good example of many myeloma lesions","bone"
"8942","checkpoint-5000","what is present?","adrenal","breast"
"8943","checkpoint-5000","is uterus present?","no","yes"
"8944","checkpoint-5000","what is present?","liver","lymphoid"
"8945","checkpoint-5000","what show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","liver cells","the liver"
"8946","checkpoint-5000","where is this?","skin","skin"
"8947","checkpoint-5000","how is acute viral hepatitis characterized?","by predominantly lymphocytic infiltrate","by inflammation of liver cells with focal necrosis"
"8948","checkpoint-5000","where does this belong to?","endocrine system","gastrointestinal"
"8949","checkpoint-5000","is atherosclerosis present?","yes","yes"
"8950","checkpoint-5000","where is this?","urinary","endocrine"
"8951","checkpoint-5000","what is?","lateral view","bone"
"8952","checkpoint-5000","does retroperitoneum show lymph nodes, nodular sclerosing hodgkins disease?","no","no"
"8953","checkpoint-5000","what is present?","hematologic","lymphoid"
"8954","checkpoint-5000","does this image show papilloma?","yes","no"
"8955","checkpoint-5000","what is present?","hematologic","hematopoietic"
"8956","checkpoint-5000","what does this image show?","view from dorsum of foot which has at least 9 toes","skin"
"8957","checkpoint-5000","what shows good atherosclerotic plaques?","periaortic nodes with metastatic carcinoma aorta","this"
"8958","checkpoint-5000","does this image show parathyroid hyperplasia?","yes","yes"
"8959","checkpoint-5000","does very good example show chagas disease, acute, trypanasoma cruzi?","no","yes"
"8960","checkpoint-5000","where does this belong to?","female reproductive system","uterus"
"8961","checkpoint-5000","does exact cause show autoimmune hepatitis?","no","yes"
"8962","checkpoint-5000","does histoplasmosis show lung, emphysema in a chronic smoker?","no","no"
"8963","checkpoint-5000","what photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","bread-loaf slices into prostate gland","yes"
"8964","checkpoint-5000","does the congested portion of the ileum confirm the presence of surface antigen brown?","no","no"
"8965","checkpoint-5000","what is effaced?","normal base to surface maturation of epidermal layers","epithelium"
"8966","checkpoint-5000","what is present?","liver","urinary system"
"8967","checkpoint-5000","do histopathologic features of condyloma acuminatum include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?","yes","yes"
"8968","checkpoint-5000","does this image show normal pancreas?","yes","no"
"8969","checkpoint-5000","is hemochromatosis present?","no","no"
"8970","checkpoint-5000","is granulosa cell tumor present?","no","yes"
"8971","checkpoint-5000","is female reproductive present?","yes","yes"
"8972","checkpoint-5000","what is present?","papillary astrocytoma","vascular"
"8973","checkpoint-5000","does close-up look like ivory vertebra of breast carcinoma?","yes","no"
"8974","checkpoint-5000","is natural color present?","no","yes"
"8975","checkpoint-5000","where is this part in?","spleen","abdomen"
"8976","checkpoint-5000","does lymphangiomatosis show thyroid, goiter?","no","no"
"8977","checkpoint-5000","is female reproductive present?","yes","yes"
"8978","checkpoint-5000","what does this image show?","stomach","endometrium"
"8979","checkpoint-5000","what does this image show?","prosthetic mitral valve","endometriosis"
"8980","checkpoint-5000","what is present?","lymph node","cardiovascular"
"8981","checkpoint-5000","is there an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"8982","checkpoint-5000","is petechial and purpuric hemorrhages present?","yes","yes"
"8983","checkpoint-5000","what is present?","gangrene","skin"
"8984","checkpoint-5000","is abdomen present?","yes","yes"
"8985","checkpoint-5000","is soft tissue present?","yes","yes"
"8986","checkpoint-5000","does this image show lung fibrosis, scleroderma?","yes","yes"
"8987","checkpoint-5000","does this image show epithelial component like intestine?","yes","yes"
"8988","checkpoint-5000","what is present?","eosinophilic adenoma","lymphoid"
"8989","checkpoint-5000","what is present?","lymph node","lymphoid"
"8990","checkpoint-5000","is cytomegalovirus present?","yes","yes"
"8991","checkpoint-5000","is case of peritonitis slide present?","no","no"
"8992","checkpoint-5000","what is present?","female reproductive","breast"
"8993","checkpoint-5000","is there calcification exclusively in the tunica media unassociated with any significant inflammation?","yes","yes"
"8994","checkpoint-5000","what is various types of epithelial cells seen in?","normal pap smear","this"
"8995","checkpoint-5000","how does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma?","with multiple","the lung shows replacement of slaty-grey spongy parenchyma"
"8996","checkpoint-5000","does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","yes","yes"
"8997","checkpoint-5000","where is this?","heart","heart"
"8998","checkpoint-5000","is hepatobiliary present?","yes","yes"
"8999","checkpoint-5000","what is present?","hepatobiliary","lymphoid"
"9000","checkpoint-5000","are hours present?","no","yes"
"9001","checkpoint-5000","is carcinomatosis present?","no","yes"
"9002","checkpoint-5000","is chloramphenicol toxicity present?","no","yes"
"9003","checkpoint-5000","is horseshoe kidney present?","no","yes"
"9004","checkpoint-5000","what is present?","endocrine","gastrointestinal"
"9005","checkpoint-5000","is respiratory present?","yes","yes"
"9006","checkpoint-5000","is pituitary present?","no","no"
"9007","checkpoint-5000","what is also identified?","cells have wavy nuclei and a residual nerve fibre","lymphoid"
"9008","checkpoint-5000","what is present?","cardiovascular","lymphocytes"
"9009","checkpoint-5000","what does this image show?","good example of veins filled with blood","endometrium"
"9010","checkpoint-5000","is metastatic carcinoma present?","yes","yes"
"9011","checkpoint-5000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"9012","checkpoint-5000","what is present?","bone","heart"
"9013","checkpoint-5000","what is present?","hematologic","liver"
"9014","checkpoint-5000","is hematologic present?","yes","yes"
"9015","checkpoint-5000","does this image show multiple metastatic appearing lesions diagnosed reticulum cell sarcoma?","yes","no"
"9016","checkpoint-5000","does yo show primodial cyst?","no","no"
"9017","checkpoint-5000","is oral present?","yes","yes"
"9018","checkpoint-5000","what does this image show?","liver","endocarditis"
"9019","checkpoint-5000","does this image show good abdominal stria?","yes","yes"
"9020","checkpoint-5000","are the pattern of staining of anti-centromere antibodies prominent?","no","yes"
"9021","checkpoint-5000","does this image show breast, fibroadenoma?","yes","yes"
"9022","checkpoint-5000","is adenocarcinoma present?","no","no"
"9023","checkpoint-5000","does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","no"
"9024","checkpoint-5000","is cardiovascular present?","yes","yes"
"9025","checkpoint-5000","what does this image show?","polyarteritis nodosa","lung"
"9026","checkpoint-5000","what is present?","hepatobiliary","lymphoid"
"9027","checkpoint-5000","where is this?","aorta","skin"
"9028","checkpoint-5000","does nodule show good representation?","no","yes"
"9029","checkpoint-5000","what is present?","hand","skin"
"9030","checkpoint-5000","what is present?","kidney","breast"
"9031","checkpoint-5000","how is fixed tissue trachea and arteries surrounded by tumor tissue horizontal section?","dense","tumor"
"9032","checkpoint-5000","does this image show view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis?","yes","yes"
"9033","checkpoint-5000","what does the tumour consist of?","small follicles lined by cuboidal epithelium and contain little or no colloid and separated by abundant loose stroma","epithelial and mesenchymal elements"
"9034","checkpoint-5000","is metastatic carcinoma prostate present?","no","no"
"9035","checkpoint-5000","are electron microscopy expelled?","no","no"
"9036","checkpoint-5000","what does neurofibrom show?","interlacing bundles of spindle-shaped cells separated by mucoid matrix","neurofibroma"
"9037","checkpoint-5000","do granulocytic forms at various stages of differentiation contain mature cells from endodermal, mesodermal, and ectodermal lines?","no","yes"
"9038","checkpoint-5000","is acute peritonitis present?","no","yes"
"9039","checkpoint-5000","how is hepatocyte injury in fatty liver disease associated?","with chronic alcohol use","with steatosis"
"9040","checkpoint-5000","is edema hypopharynx present?","yes","yes"
"9041","checkpoint-5000","what does this image show?","normal lung","lung"
"9042","checkpoint-5000","what is this of prostatic carcinoma?","a case","exact size"
"9043","checkpoint-5000","have the segregation of b cells and t cells in different regions of the lymph node been used in a fish cocktail?","no","no"
"9044","checkpoint-5000","what is present?","colon","gastrointestinal"
"9045","checkpoint-5000","what is dysplasia characterized by?","nuclear and cellular pleomorphism and loss of normal maturation","abnormal cell growth"
"9046","checkpoint-5000","what is present?","liver","liver"
"9047","checkpoint-5000","is female reproductive present?","yes","yes"
"9048","checkpoint-5000","does this image show lung, mycobacterium tuberculosis, acid fast?","yes","yes"
"9049","checkpoint-5000","is abdomen present?","no","yes"
"9050","checkpoint-5000","does this image show stomach primary?","yes","no"
"9051","checkpoint-5000","does opened muscle show dens invaginatus?","no","no"
"9052","checkpoint-5000","what is present?","pituitary","lymphoid"
"9053","checkpoint-5000","is abdomen present?","no","yes"
