"ID","model","question","correct_answer","model_output"
"13060","checkpoint-4000","are extremities present?","yes","no"
"13061","checkpoint-4000","what is present?","lymph node","hemorrhagic cystitis"
"13062","checkpoint-4000","where is this from?","gastrointestinal system","gastrointestinal"
"13063","checkpoint-4000","what is close-up of faceted mixed stones with two showing?","two showing cut surfaces","cystic kidney"
"13064","checkpoint-4000","what is present?","bone","heart"
"13065","checkpoint-4000","what does this image show?","fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section","cerebral hemorrhage"
"13066","checkpoint-4000","what is present?","joints","hemorrhagic infarction"
"13067","checkpoint-4000","what is present?","gastrointestinal","image"
"13068","checkpoint-4000","is megaloblasts pernicious anemia present?","yes","no"
"13069","checkpoint-4000","is pancreas present?","yes","no"
"13070","checkpoint-4000","does sectioned slice of the liver cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?","no","yes"
"13071","checkpoint-4000","is metastatic carcinoma prostate present?","no","no"
"13072","checkpoint-4000","what is present?","thymus","heart"
"13073","checkpoint-4000","is uterus present?","yes","no"
"13074","checkpoint-4000","where is this?","nervous","eye"
"13075","checkpoint-4000","is exact cause present?","no","no"
"13076","checkpoint-4000","are cystic hygromas present in the red cells of this asplenic patient?","no","no"
"13077","checkpoint-4000","does this image show adrenal, hemorrhage?","yes","yes"
"13078","checkpoint-4000","is the ascending aorta seen with the heart?","yes","no"
"13079","checkpoint-4000","does this image show x-ray chest showing mediastinal widening and fuzzy border?","yes","yes"
"13080","checkpoint-4000","is stein leventhal present?","no","no"
"13081","checkpoint-4000","does this image show pancreatic fat necrosis?","yes","no"
"13082","checkpoint-4000","what is present?","cardiovascular","cerebral hemorrhage"
"13083","checkpoint-4000","is malignant lymphoma present?","yes","yes"
"13084","checkpoint-4000","is yo present?","no","yes"
"13085","checkpoint-4000","what is present?","cardiovascular","skin"
"13086","checkpoint-4000","is thecoma present?","no","no"
"13087","checkpoint-4000","are the opened up inner surface of the abdominal aorta best identified with a special stain for fungi, gomory 's methenamine silver gms?","no","no"
"13088","checkpoint-4000","what is present?","liver","myeloid"
"13089","checkpoint-4000","does this image show leiomyoma, trichrome?","yes","yes"
"13090","checkpoint-4000","is moderate-power view of the plaque superimposed on an atherosclerotic plaque with focal disruption of the fibrous cap, triggering fatal myocardial infarction?","no","yes"
"13091","checkpoint-4000","what is present?","lymph node","lymphoid"
"13092","checkpoint-4000","what are seen on the left?","the normal gland acini","endometrial glands"
"13093","checkpoint-4000","is joints present?","yes","no"
"13094","checkpoint-4000","what does this image show?","autoimmune hepatitis","endometrial hyperplasia"
"13095","checkpoint-4000","what is present?","oral","heart"
"13096","checkpoint-4000","what is made by dystrophin?","a key set of connections","muscle"
"13097","checkpoint-4000","is musculoskeletal present?","yes","no"
"13098","checkpoint-4000","does this image show close-up view well shown fracture line?","yes","yes"
"13099","checkpoint-4000","is leiomyosarcoma present?","no","no"
"13100","checkpoint-4000","what is external view with capsule removed?","small lesions easily seen","pancreas"
"13101","checkpoint-4000","is hepatobiliary present?","yes","no"
"13102","checkpoint-4000","where is this?","lung","digestive system"
"13103","checkpoint-4000","is omentum present?","no","no"
"13104","checkpoint-4000","what is present?","abruption","uterus"
"13105","checkpoint-4000","what do liver cells show?","ballooning degeneration and necrosis","hepatocytes"
"13106","checkpoint-4000","what does this image show?","fibrous dysplasia","pancreatic duct with acute and chronic inflammation"
"13107","checkpoint-4000","is 7182 and 7183 present?","no","no"
"13108","checkpoint-4000","what does this image show?","tuberculosis","cystic fibrosis"
"13109","checkpoint-4000","are inset, bradyzoites present as a pseudocyst, again highlighted by immunohistochemical staining?","yes","yes"
"13110","checkpoint-4000","does this image show right coronary artery, atherosclerosis and acute thrombus?","yes","yes"
"13111","checkpoint-4000","is female reproductive present?","yes","yes"
"13112","checkpoint-4000","what is nodular parenchyma and dense intervening?","tumor tissue very good","cystic"
"13113","checkpoint-4000","does this specimen from a patient with periventricular leukomalacia contain a central focus of white matter necrosis with a peripheral rim of mineralized axonal processes?","yes","yes"
"13114","checkpoint-4000","what demonstrates an area of increased uptake corresponding to the left inferior parathyroid gland (arrow)?","technetium-99 radionuclide scan","image"
"13115","checkpoint-4000","what does this image show?","stomach","endometrial polyp"
"13116","checkpoint-4000","is there patchy myocardial fibrosis, especially around small blood vessels in the interstitium?","yes","yes"
"13117","checkpoint-4000","what does this image show?","kidney","endometrial polyp"
"13118","checkpoint-4000","is section from margin of amoebic ulcer largely extending into soft tissues including the skeletal muscle?","no","no"
"13119","checkpoint-4000","does this image show wrights?","yes","no"
"13120","checkpoint-4000","does heart show brain, herpes encephalitis, perivascular cuffing?","no","no"
"13121","checkpoint-4000","is metastatic carcinoma lung present?","yes","no"
"13122","checkpoint-4000","is liver present?","yes","no"
"13123","checkpoint-4000","is very good example present?","no","yes"
"13124","checkpoint-4000","is ulcerative lesion present?","no","yes"
"13125","checkpoint-4000","what are multiple nerve fascicles expanded by?","infiltrating tumor cells","fibrous tissue"
"13126","checkpoint-4000","what does this image show?","saphenous vein graft sclerosis","endometrial polyp"
"13127","checkpoint-4000","is the centre moderate microcytosis and hypochromia?","no","no"
"13128","checkpoint-4000","does this image show gout?","yes","no"
"13129","checkpoint-4000","is capillary present?","no","no"
"13130","checkpoint-4000","does lateral view show abdominal aorta, atherosclerosis and fusiform aneurysm?","no","no"
"13131","checkpoint-4000","is amyloidosis present?","no","no"
"13132","checkpoint-4000","does this image show close-up of foramen magnum stenosis due to subluxation of atlas vertebra case 31?","yes","yes"
"13133","checkpoint-4000","why does this image show spinal cord injury?","due to vertebral column trauma","yes"
"13134","checkpoint-4000","what is present?","malignant lymphoma","image"
"13135","checkpoint-4000","is nervous present?","yes","no"
"13136","checkpoint-4000","what is present?","cardiovascular","heart"
"13137","checkpoint-4000","are view looking down on heads present?","no","no"
"13138","checkpoint-4000","does this image show close-up view of gangrene?","yes","yes"
"13139","checkpoint-4000","is cardiovascular present?","no","yes"
"13140","checkpoint-4000","is endometritis present?","no","no"
"13141","checkpoint-4000","what is present?","brain","image"
"13142","checkpoint-4000","are three tubular adenomas present in this single microscopic field?","yes","no"
"13143","checkpoint-4000","what is present?","meningioma","heart"
"13144","checkpoint-4000","is natural color present?","no","no"
"13145","checkpoint-4000","how does this image show body?","with extensive ecchymoses and desquamation","right hand"
"13146","checkpoint-4000","is silver present?","no","no"
"13147","checkpoint-4000","what is present?","nervous","brain"
"13148","checkpoint-4000","is peritoneum present?","yes","no"
"13149","checkpoint-4000","does this image show renal papillary necrosis, diabetes mellitus dm?","yes","yes"
"13150","checkpoint-4000","are extremities present?","extremities","no"
"13151","checkpoint-4000","what is present?","varices","image"
"13152","checkpoint-4000","what are also present in the red cells of this asplenic patient?","howell-jolly bodies (small nuclear remnants)","abnormalities"
"13153","checkpoint-4000","is there large excess of mature and small differentiated lymphocytes?","yes","no"
"13154","checkpoint-4000","what indicated?","source","no"
"13155","checkpoint-4000","what is present?","hepatobiliary","liver"
"13156","checkpoint-4000","what is present?","fracture","heart"
"13157","checkpoint-4000","is nervous present?","yes","no"
"13158","checkpoint-4000","is this a case of prostatic carcinoma?","yes","no"
"13159","checkpoint-4000","does this image show esophogus, varices due to portal hypertension from cirrhosis, hcv?","yes","yes"
"13160","checkpoint-4000","does this image show close-up looks like ivory vertebra of breast carcinoma?","yes","no"
"13161","checkpoint-4000","what is present?","nervous","brain"
"13162","checkpoint-4000","is liver present?","yes","no"
"13163","checkpoint-4000","what does this image show?","liver","endocrine tumor of the pancreas"
"13164","checkpoint-4000","did ml not mention?","no","yes"
"13165","checkpoint-4000","what is present?","spleen","hemorrhagic gastritis"
"13166","checkpoint-4000","is nipple duplication present?","no","no"
"13167","checkpoint-4000","is this good yellow color slide present?","no","no"
"13168","checkpoint-4000","what is present?","oral","gastrointestinal"
"13169","checkpoint-4000","a , typhoid ulcers in the small intestine appear characteristically oval with whose long axis parallel to the long axis of the bowel?","their","the longitudinal axis of the bowel"
"13170","checkpoint-4000","is respiratory present?","yes","yes"
"13171","checkpoint-4000","does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"13172","checkpoint-4000","what does this image show?","continuous type","cerebral cortex"
"13173","checkpoint-4000","what is present?","siamese twins","image"
"13174","checkpoint-4000","does pituitary show moderate acute rejection?","no","no"
"13175","checkpoint-4000","does aldehyde fuscin show thrombosed esophageal varices?","no","no"
"13176","checkpoint-4000","what is present?","abdomen","image"
"13177","checkpoint-4000","what is present?","metastatic carcinoma breast","heart"
"13178","checkpoint-4000","does this image show autoimmune hepatitis?","yes","no"
